iter	Logloss
290	0.3885599225
291	0.3884772944
292	0.3881625502
293	0.3877260259
294	0.3870003492
295	0.3862266877
296	0.3851996613
297	0.3844603713
298	0.383630097
299	0.3836300969
300	0.3832850068
301	0.3825863287
302	0.3821100067
303	0.3813649583
304	0.3807911505
305	0.3801357839
306	0.3799290281
307	0.379568538
308	0.3792670024
309	0.3785148339
310	0.3777948278
311	0.3777205979
312	0.3772697282
313	0.3767251064
314	0.3764739962
315	0.37557512
316	0.3754679659
317	0.3748747218
318	0.3740964492
319	0.374072505
320	0.3733098888
321	0.3728558898
322	0.3725407865
323	0.3720244029
324	0.3710781268
325	0.3708781966
326	0.370686188
327	0.3699748198
328	0.3699398875
329	0.3693175395
330	0.3685228123
331	0.3677508911
332	0.3675271071
333	0.3666606882
334	0.3662788524
335	0.3655902747
336	0.3648076973
337	0.3644671247
338	0.3642625715
339	0.3636343216
340	0.3632118839
341	0.362815807
342	0.3624362662
343	0.3620032015
344	0.3615959034
345	0.3608547936
346	0.3602823471
347	0.3596580396
348	0.3592184322
349	0.3585960182
350	0.3579462628
351	0.3571996099
352	0.3567480412
353	0.3562804066
354	0.3554818319
355	0.3549364578
356	0.3547268108
357	0.3540655588
358	0.3537334069
359	0.3533421636
360	0.3527446309
361	0.3523654469
362	0.3517410892
363	0.3509868307
364	0.3508140503
365	0.3502696027
366	0.3497108843
367	0.3493729665
368	0.348811737
369	0.3485451313
370	0.3481197051
371	0.3472710913
372	0.346900734
373	0.3463528773
374	0.3457399361
375	0.3453072296
376	0.3447063616
377	0.3442622051
378	0.3439007089
379	0.3439007074
380	0.3430416695
381	0.3427633855
382	0.3423646527
383	0.3412225382
384	0.3410098567
385	0.3406660357
386	0.3403051492
387	0.3400270881
388	0.339591585
389	0.3391444229
390	0.3380939925
391	0.3374031117
392	0.3370687205
393	0.3363983538
394	0.3360035696
395	0.3354603209
396	0.3349192313
397	0.3340780045
398	0.3334894143
399	0.3330589054
400	0.3327602201
401	0.3324016657
402	0.3319870328
403	0.3312548774
404	0.3309829416
405	0.3306876968
406	0.3302814493
407	0.3302277136
408	0.3294469468
409	0.3287700015
410	0.3285305415
411	0.328153746
412	0.3279314623
413	0.3270547329
414	0.3266837027
415	0.3259488001
416	0.3256616362
417	0.3253106928
418	0.3247387427
419	0.3242159018
420	0.324062202
421	0.3236188906
422	0.3232984247
423	0.3229638714
424	0.3228898698
425	0.3225161401
426	0.3218910125
427	0.3214096245
428	0.320855113
429	0.3206705834
430	0.3197874173
431	0.319127136
432	0.3188144592
433	0.3186766629
434	0.318571118
435	0.3183155715
436	0.3180244466
437	0.3177250023
438	0.3175171111
439	0.3171887152
440	0.3168830869
441	0.3165647769
442	0.3159629326
443	0.3154710731
444	0.3152913477
445	0.3150539227
446	0.3146686567
447	0.3143944498
448	0.3142439104
449	0.3138324852
450	0.3129864678
451	0.3126013147
452	0.3122983922
453	0.3114822068
454	0.311088572
455	0.3109496247
456	0.310139568
457	0.3093158076
458	0.308791247
459	0.3084005028
460	0.3080299967
461	0.3077960795
462	0.307510108
463	0.3071733591
464	0.3069712619
465	0.3065750555
466	0.3064701038
467	0.3058762717
468	0.3053834253
469	0.3048991569
470	0.3044798059
471	0.304350193
472	0.303895666
473	0.3028800622
474	0.302577821
475	0.3022804221
476	0.3020592595
477	0.3013941552
478	0.3007156579
479	0.3003875155
480	0.300145245
481	0.3000309577
482	0.2997521291
483	0.2989527916
484	0.298527851
485	0.2981222784
486	0.2977039554
487	0.2975240759
488	0.2970269427
489	0.2966516965
490	0.2963142947
491	0.2962028216
492	0.2959123121
493	0.295362414
494	0.2951799318
495	0.295077856
496	0.2943764164
497	0.2940141243
498	0.2935010202
499	0.2932535988
500	0.292845815
501	0.2924159812
502	0.2919379375
503	0.2916155499
504	0.2909057765
505	0.2904831601
506	0.2901826654
507	0.2899883732
508	0.2896822591
509	0.2892015963
510	0.2886299815
511	0.2882796835
512	0.2878220471
513	0.28736884
514	0.2871057216
515	0.2863723263
516	0.2858672685
517	0.2853835824
518	0.2849503108
519	0.2848557004
520	0.2846368171
521	0.2843496462
522	0.2840784209
523	0.283552521
524	0.2830122966
525	0.2826914523
526	0.2824276593
527	0.2819365473
528	0.2814662499
529	0.2812437359
530	0.2807786856
531	0.2806423433
532	0.280386083
533	0.280092631
534	0.2798029029
535	0.2792221124
536	0.2788468945
537	0.2785301728
538	0.2783131063
539	0.2779331591
540	0.2778646053
541	0.2774903275
542	0.2771669005
543	0.2769313505
544	0.2765383767
545	0.2762746334
546	0.2758498691
547	0.2756968374
548	0.2752920298
549	0.2751376602
550	0.2749231935
551	0.2742211366
552	0.2738755995
553	0.2734831877
554	0.2732313979
555	0.2728396684
556	0.2723625694
557	0.2722626916
558	0.2718234631
559	0.2716051464
560	0.2714610242
561	0.2709959229
562	0.2705765675
563	0.2702548338
564	0.2700448802
565	0.2698821329
566	0.2695483963
567	0.2692657726
568	0.2688410368
569	0.2685353022
570	0.268169416
571	0.2678907604
572	0.2675558015
573	0.267044881
574	0.2668057739
575	0.2666504789
576	0.2665200064
577	0.2661101452
578	0.2654531482
579	0.2651428668
580	0.264694183
581	0.2644847626
582	0.2641077796
583	0.2639567946
584	0.2638285278
585	0.2633061637
586	0.2629677861
587	0.2625572418
588	0.262309235
589	0.2619989422
590	0.2613252809
591	0.2609684769
592	0.2604631669
593	0.2602373684
594	0.2599116615
595	0.2594097881
596	0.2591222446
597	0.2587401624
598	0.2586317858
599	0.258035749
600	0.2579128902
601	0.257415342
602	0.2573003362
603	0.2569093963
604	0.2562570595
605	0.2557590764
606	0.2555980416
607	0.2551832388
608	0.2549791426
609	0.2541122971
610	0.2539632673
611	0.2538602384
612	0.2535888779
613	0.2532597048
614	0.2527794978
615	0.2523787347
616	0.2522749291
617	0.2519416532
618	0.2516941748
619	0.250881812
620	0.250515256
621	0.2503967245
622	0.2502775819
623	0.2499356747
624	0.2497495355
625	0.2495857797
626	0.24930629
627	0.2488699313
628	0.248762062
629	0.2482405258
630	0.2479798931
631	0.2478208738
632	0.2476622925
633	0.2472738864
634	0.2470400145
635	0.2468460391
636	0.2462362173
637	0.2457638503
638	0.2453222195
639	0.2449877284
640	0.2445064475
641	0.244369457
642	0.2439970074
643	0.2437597683
644	0.2436288016
645	0.2435241539
646	0.2432606195
647	0.2429887174
648	0.2428070378
649	0.2427348719
650	0.2425605866
651	0.2422494033
652	0.2419560918
653	0.2418069546
654	0.2411990807
655	0.2411017594
656	0.2410448933
657	0.2405728633
658	0.2402863202
659	0.2402014594
660	0.2399537267
661	0.2397713763
662	0.2394238092
663	0.2392063786
664	0.2390563619
665	0.2387496816
666	0.238609538
667	0.2383894057
668	0.2381770145
669	0.2379395422
670	0.2374833559
671	0.2373001715
672	0.2372138415
673	0.2370856187
674	0.2367239271
675	0.2364704861
676	0.2362881478
677	0.2360372907
678	0.2357638801
679	0.2353840772
680	0.2350400674
681	0.2345471909
682	0.234089383
683	0.2338979782
684	0.2337119922
685	0.2334368478
